text,original_label,label_name,checked_label,comment;;;;;;;;;;;;
Jennings named as caretaker coach: South Africas Eric Simons &lt;b&gt;...&lt;/b&gt; JOHANNESBURG: South African cricket coach Eric Simons was axed from his job Friday after a string of dismal performances which saw the country slip from second to sixth and eighth in world Test and one-day rankings.,1,Sports,0.0,;;;;;;;;
"Bayer to Pay Fine for Rubber Price Fixing  WASHINGTON (Reuters) - Germany's Bayer AG &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BAYG.DE target=/stocks/quickinfo/fullquote""&gt;BAYG.DE&lt;/A&gt; has  agreed to plead guilty and pay a \$4.7 million fine for taking  part in a conspiracy to fix the prices of synthetic rubber, the  U.S. Justice Department said on Wednesday.,2,Business,0.0,";;;;;;;;;;;;
Searching for a Perfect PC? An Answer for Everybody The home computer has morphed into an all-purpose entertainment hub. When buying a computer this holiday season, here are some important factors to consider.,3,Sci/Tech,3.0,;;;;;;;;;;;;
"African Union Ready to Send GIs to Darfur (AP) AP - A top African Union official said Wednesday the 53-nation group is ready to move thousands of troops to Sudan's western region of Darfur within days if it gets logistical support from Western nations and the United Nations ""especially."",0,World,0.0,";;;;;;;;;;;;
OAS Reproaches U.S., EU Over Colombia The Organization of American States has reproached the United States and the European Union for refusing to participate in Colombia's peace process with right-wing paramilitary groups despite what it called impressive progress.,0,World,0.0,;;;;;;;;;;;;
"Stock lawsuit possible in telecom merger plan (USATODAY.com) USATODAY.com - Former MediaOne Group executives are exploring a class-action lawsuit over Cingular's insistence that AT amp;T Wireless stock options, issued by the millions to employees and former employees of MediaOne, AT amp;T and AT amp;T Wireless, be exercised as soon as the merger closes, people involved in the effort say.,3,Sci/Tech,2.0,";;;;;;;;;;;;
Report: Thieves Prefer Escalade, Maxima US car thieves looking for newer models prefer the Cadillac Escalade EXT, a luxury pickup, and the Nissan Maxima, a midsize sedan.,2,Business,0.0,;;;;;;;;;;;;
"U.S. Might Reconsider Sanctions on Indian Scientists  WASHINGTON (Reuters) - The Bush administration might  reconsider sanctions imposed on two Indian scientists for  alleged nuclear cooperation with Iran if New Delhi offers  ""significant and convincing"" proof they were not involved, a  senior U.S. official said on Thursday.,0,World,0.0,";;;;;;;;;;;;
Lycos, spammers trade blows over screen saver Just days after releasing a free screen saver program that uses computer downtime to swamp Web sites associated with spam, Lycos Europe has found itself caught in a fight with spammers.,3,Sci/Tech,3.0,;;;;;;;;;;;;
"Beckham #39;s back as Real thrash Albacete Real Madrid #39;s David Beckham played his first game in six weeks, after recovering from his two broken ribs, as the Spanish giants romped to a 6-1 win over struggling Albacete.,1,Sports,1.0,";;;;;;;;;;;;
Two rebel infiltrators killed, separatists detained in Kashmir (AFP) AFP - Indian troops shot dead two rebels who had infiltrated into Indian Kashmir from the Pakistan-controlled zone, while two separatists and nine other people were detained in the region, officials said.,0,World,0.0,;;;;;;;;;;;;
Novell chooses streamlined Linux desktop When Novell #39;s Linux desktop arrives at the end of this year it will be stripped down to avoid integration problems and to keep it simple for users.,3,Sci/Tech,3.0,;;;;;;;;;;;
"DreamWorks Animation IPO Could Raise \$725 Mln DreamWorks Animation SKG Inc., whose  quot;Shark Tale quot; film snagged the No. 1 US box office spot for the second straight weekend, on Tuesday ,2,Business,2.0,";;;;;;;;;;;;
For Epstein, actions speak just as loud as words His torment lasted only 30 years, much less than most Red Sox fans', but unlike most, Theo Epstein actually did something about it.,1,Sports,1.0,;;;;;;;;;;;;
Police take up racism allegations at Blackburn Police are launching an investigation into allegations that Birmingham City striker Dwight Yorke was racially abused by Blackburn Rovers fans at Ewood Park on Sunday.,1,Sports,1.0,;;;;;;;;;;;;
Google library meets bookstore Internet search engine Google #39;s new search options may make Amazon.com look old fashioned. The service Google Print will allow people to read sections of books to decide whether ,3,Sci/Tech,3.0,;;;;;;;;;;;
Correction: One-Day-Of-Prayer Story (AP) AP - In One Day of Prayer, sent in advance for use Oct. 24, The Associated Press misattributed a statement about policy toward the preaching of radical Islam at the London Central Mosque. The official quoted was the deputy director of the mosque, Sheik Anwar Madi, not the director, Ahmed Al-Dubian.,0,World,0.0,;;;;;;;;;;;;
Study: Supercomputer clusters shortchange security com November 12, 2004, 8:58 AM PT. Organizations are replacing aging servers with newer more-powerful boxes, often Linux--based, and theyre also investing in storage.,3,Sci/Tech,3.0,;;;;;;;;;;;;
Solaris security suffers image problem A highly critical security hole has been reported in the X Pixmap (libXpm) technology shipped with Solaris and JDS for Linux, which could allow someone to run code on your system if a modified X Pixmmap (.xpm) image is loaded.,3,Sci/Tech,3.0,;;;;;;;;;;;;
"Enjoying a Visit To Boston (Un)Common My father-in-law, Irving  quot;Sheik quot; Karelis, was born in 1920 in New England, the very year the Red Sox sent Babe Ruth to the New York Yankees.,1,Sports,1.0,";;;;;;;;;;;;
Ukraine opposition leader urges investigation after poison report (AFP) AFP - Ukraine's opposition leader Viktor Yushchenko said he was not yet ready to blame the ruling elite with trying to poison him after doctors confirmed he was disfigured by ingesting a massive dose of a deadly toxin.,0,World,0.0,;;;;;;;;;;;;
Update 2: FedEx Earnings More Than Triple in Quarter The FedEx Corp., the huge package delivery courier, reported Thursday its second quarter earnings soared due to a strengthening economy and continued growth in overseas and ground shipping.,2,Business,2.0,;;;;;;;;;;;;
Professor declined to be expert witness for Sharman Sharman Networks #39; legal representative today revealed an e-mail stating that one of the witnesses for the Universal Music Australia parties had previously withdrawn an offer to be Sharman #39;s expert witness in the ongoing civil trial against the peer to ,3,Sci/Tech,0.0,;;;;;;;;;;
Kan. to Move Forward on Dinosaur Exhibit (AP) AP - Concerns about funding and poor attendance will not stop plans to bring a dinosaur exhibit to Science City at Union Station, University of Kansas and Science City officials said.,3,Sci/Tech,3.0,;;;;;;;;;;;;
"Key New England games NORTHEASTERN (2-1) vs. WILLIAM  amp; MARY (2-1) When/where: Tomorrow, 1 p.m., Williamsburg, Va. Radio: WJIB (740 AM). Last season: NU won, 48-14. Comments: The Huskies crushed Towson last Saturday, 27-3. Senior FS Gavin Potter was named Atlantic 10 defensive player of the week for his 10-tackle, 2-interception, 1-sack game. Junior TB Anthony Riley had 117 rushing yards. William  amp; Mary ...,1,Sports,1.0,";;;;;;;;;;;;
IRS Audits More of the Wealthy and Fewer Small Companies The Internal Revenue Service, in the midst of a crackdown on aggressive tax shelters, is auditing significantly more wealthy individuals and large companies, but is increasingly shying away from scrutinizing smaller businesses.,2,Business,0.0,;;;;;;;;;;;;
"Kelly: Southwest CEO Slams  #39;Anticompetitive #39; Law About-face: Southwest Airlines (nyse: LUV - news - people ) Chief Executive Gary Kelly did a 180-degree turn Friday. The carrier #39;s policy toward a federal law limiting its service from Dallas had been, well, the absence of policy: Official neutrality.,2,Business,0.0,";;;;;;;;;;;;
"Iraq denies prisoner release plan MARK COLVIN: Meanwhile, the Iraqi Interim Government has denied that it #39;s going to release a top woman germ warfare scientist, Rihab Taha, from jail.,0,World,0.0,";;;;;;;;;;;;
Tracy claims Indy pole Champ Car World Champion Paul Tracy has shaken off a terrible practice session to qualify fastest for the Gold Coast Indy. Tracy hit a tire barrier towards the end of the opening 15-minute practice session, damaging his nosecone.,1,Sports,1.0,;;;;;;;;;;;;
MPAA files first suits against movie file-swappers The Motion Picture Association of America (MPAA) announced on Tuesday that it has begun filing lawsuits against people who use peer-to-peer (P2P) software to trade movie files without permission over the internet.,3,Sci/Tech,3.0,;;;;;;;;;;;;
Frustrated Cardinals Can't Hit in Series Loss to Sox (Reuters) Reuters - While the Boston Red Sox celebrated\the end of 86 years of frustration by winning the World Series\on Wednesday, the St. Louis Cardinals had to deal with some new\frustrations of their own.,1,Sports,1.0,;;;;;;;;;;;;
Brazil Official Eyes Secret Military Files (AP) AP - A Brazilian government party official on Wednesday urged the opening of sealed records that could contain details of citizens tortured and killed by the former 21-year military dictatorship.,0,World,0.0,;;;;;;;;;;;;
U.S.'s Snow Won't Discuss His Job Future (Reuters) Reuters - Treasury Secretary John Snow on\Friday said that any discussion about whether he continues in\his post or quits was a matter between himself and President\Bush.,2,Business,0.0,;;;;;;;;;;;;
sailors settle for bronze The British sailors Simon Hiscocks and Chris Draper have been forced to settle for bronze in the 49er class. The pair had been guaranteed a medal before the 16th race and started the day only two points behind ,1,Sports,1.0,;;;;;;;;;;;;
Yukos sells gas stake YUKOS has sold a 56 per cent stake in a Siberian natural gas company to the Anglo-Russian joint venture TNK-BP to pay off its crushing tax bill, Western oil sources and media reports said today. ,2,Business,2.0,;;;;;;;;;;;;
Hurricane Jeanne pounds Florida Hurricane Jeanne reaches the US state of Florida, just hours after battering the Bahamas.,0,World,0.0,;;;;;;;;;;;;
" #39;Marathon #39; mice engineered for extra endurance Researchers on Monday unveiled genetically engineered mice that can run farther and longer than their naturally bred brethren, bringing the  quot;genetic doping quot; of elite athletes a small step closer to reality.,3,Sci/Tech,3.0,";;;;;;;;;;;;
Hyper Growth = Hot IPO InPhonic finally made its public debut amid insatiable investor demand for IPOs.,2,Business,2.0,;;;;;;;;;;;;
First flight test of new missile defense interceptor fails The Bush administration #39;s ambitious national missile defense program suffered a major setback on Wednesday when a malfunction forced a shutdown of the first test ,2,Business,0.0,;;;;;;;;;;;
PeopleSoft board won't negotiate takeover with Oracle PeopleSoft Inc. won't discuss a sale to Oracle Corp. for a price of \$24 per share, the company's board of directors Saturday told Oracle Chief Executive Officer (CEO) Larry Ellison in a letter.,3,Sci/Tech,2.0,;;;;;;;;;;;;
"China Construction Spending Down in Oct. China #39;s spending on construction and factory equipment edged lower in October, but there was no sign of a major cutback despite efforts to curb lending for such investments.,2,Business,2.0,";;;;;;;;;;;;
SCHUMACHER MAKES ANOTHER MARK ON HISTORY Michael Schumacher hopes he will go down in history as the only Formula One driver to have claimed a pole position and race win on the same day.,1,Sports,1.0,;;;;;;;;;;;;
Maradona 'can be treated abroad' Former football star Diego Maradona can return to Cuba for drug rehabilitation, his lawyer says.,0,World,1.0,;;;;;;;;;;;;
"Israel Wins First-Ever Olympic Gold ATHENS, Greece - A windsurfer whose first name means ""wave"" in Hebrew gave Israel its first Olympic gold medal ever Wednesday, taking a plunge in the Saronic Gulf to celebrate. Gal Fridman sailed a remarkably consistent regatta, never finishing worse than eighth in the 11-race series...,0,World,1.0,";;;;;;;;;;;;
Price at Issue With PlayStation Portable (AP) AP - Sony Corp.'s PlayStation Portable, which goes on sale in Japan later this year and overseas next spring, boasts the superb image quality of its home-console counterpart.,3,Sci/Tech,3.0,;;;;;;;;;;;;
Red Sox Cruise Into 2-0 Lead Over Angels  ANAHEIM, Calif. (Reuters) - Pedro Martinez pitched seven  innings and Manny Ramirez drove in the go-ahead run with a  sacrifice fly to power the Boston Red Sox to an 8-3 win over  the Anaheim Angels in the American League Divisional Series  (ALDS) Wednesday.,1,Sports,1.0,;;;;;;;;;;;;
"Google stockowner for a day: a memoir One week ago, I submitted a bid for Google Inc. stock that overestimated the eventual auction price of the computer search company #39;s initial public offering by nearly 30 percent. But I sold my shares shortly ...,2,Business,2.0,";;;;;;;;;;;;
UPDATE 1-Mexico #39;s Cemex shares tumble on RMC deal Shares of Mexico #39;s Cemex slumped on Monday after the world #39;s No. 3 cement maker agreed to buy Britain #39;s RMC Group in the largest ever acquisition by a Mexican firm.,2,Business,1.0,;;;;;;;;
Fall Season Looks Solid for Retailers, But Holidays Could Be Another Story Against a background of lackluster retail sales in June and July, analysts and merchants still predict a decent, possibly strong, fall selling season for clothes, accessories and home furnishings.,2,Business,2.0,;;;;;;;;;;;;
"Australasia ; Pitcairn sex abuses, six convicted Australasia News, SYDNEY, Australia: Six men were convicted of a string of sex attacks on the remote Pacific island of Pitcairn, media there reported Monday, following trials that exposed a culture of sexual abuse on the island home of descendants of the ,0,World,0.0,";;;;;;;;;;;;
Hurricanes looking for defensive improvement Pass pressure has been poor, tackling sloppy and the intensity of earlier this season absent. Players appear tentative, confused and surprisingly ordinary.,1,Sports,1.0,;;;;;;;;;;;;
Hewitt, Federer to clash for Cup HOUSTON -- Roger Federer dangled, Andy Roddick got mangled, and the nerves of 6,510 devotees were tangled and jangled during a breezy, bleak afternoon as the four best tennis players of the universe jammed with each other to see who would remain standing for the Masters Cup final.,1,Sports,1.0,;;;;;;;;;;;;
TruSecure, Betrusted Merge To Create Cybertrust In announcing the merger, the companies said Cybertrust would fold the specialties of each company -- risk management and compliance from TruSecure, identity management from Betrusted and intrusion detection and prevention from Ubizen.,3,Sci/Tech,2.0,;;;;;;;;;;;;
Conoco buys stake in Russian oil firm : ConocoPhillips said on Wednesday it was seeking 20 per cent in Russias LUKOIL in a far-reaching alliance opening the way for the two oil majors to tap vast reserves in northern Russia and Iraq.,2,Business,0.0,;;;;;;;;;;;;
Waxman Seeks New Halliburton Inquiry  Citing newly disclosed State Department documents, Rep. Henry A. Waxman (D-Calif.) called yesterday for further congressional hearings on Halliburton Co.'s contracts in Kuwait and Iraq.,2,Business,2.0,;;;;;;;;;;;;
Yahoo! Joins Music Download Race Not to be outdone in the digital download race by the likes of Microsoft, Apple and Real Networks, Yahoo have firmly stated their intentions by acquiring Musicmatch.,3,Sci/Tech,3.0,;;;;;;;;;;;;
U.S. Stretches Out S. Korea Troop Cut Until 2008  WASHINGTON (Reuters) - The United States, under pressure  from South Korea, has agreed to stretch over an additional  three years until 2008 the withdrawal of 12,500 American  troops, U.S. officials said on Wednesday.,0,World,0.0,;;;;;;;;;;;;
It could have been me A Territorian yesterday told how he watched in horror as two sharks savaged a man to death at a popular beach. Chris Niemoeller had been swimming near the same spot minutes earlier.,0,World,3.0,;;;;;;;;;;;;
BCS still ranks as a failure FORT LAUDERDALE, Fla. -- Two days before college football's biggest game of the season -- the BCS national championship Orange Bowl matchup between No. 1 Southern Cal and No. 2 Oklahoma -- college football itself is again on the precipice of chaos.,1,Sports,1.0,;;;;;;;;;;;;
Milan cause Celtic late heartbreak Andriy Shevchenko had put Milan ahead after just eight minutes and they dominated the first half of the match. But Celtic had several fine chances in the second half before Stanislav Varga equalised with a powerful header on 74 minutes.,1,Sports,1.0,;;;;;;;;;;;;
UAW, DaimlerChrysler subsidiary reach multi-plant labor agreement The United Auto Workers and an automotive supplier have reached an agreement that covers current hourly workers and possibly those at yet-to-open factories, the first multi-plant pact negotiated by the UAW in 20 years.,2,Business,2.0,;;;;;;;;;;;;
Congress Probes FDA in Vioxx Case Congress is looking into whether the Food and Drug Administration ignored safety concerns about the drug raised by its own reviewers and outside scientists.,2,Business,0.0,;;;;;;;;;;;;
U.S. Heads to Four Nations Cup Gold Round (AP) AP - Krissy Wendell had a hat trick in the United States' 6-3 victory over Sweden on Saturday that put the Americans into the gold medal game of the Four Nations Cup international women's hockey tournament.,1,Sports,1.0,;;;;;;;;;;;;
Leading Indicators Dip Again in October (AP) AP - The Index of Leading Economic Indicators, a widely watched gauge of future economic activity, fell in October for the fifth straight month, suggesting that the economy may be slowing, a private research group reported Thursday.,2,Business,3.0,;;;;;;;;;;;;
Desktop Linux thinks small A new report sees growing opportunity for the open-source operating system to displace Windows in small offices.,3,Sci/Tech,3.0,;;;;;;;;;;;;
Oil falls on new demand outlook OIL prices tumbled yesterday as the market took fright at signals that the cost of energy may be choking back the rate of growth in the economy.,2,Business,0.0,;;;;;;;;;;;;
"Shrek Maker Dreamworks Charms Wall Street  NEW YORK (Reuters) - Star-struck Wall Street gave a  dazzling welcome to DreamWorks Animation SKG Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DWA.N target=/stocks/quickinfo/fullquote""&gt;DWA.N&lt;/A&gt; on  Thursday, sending shares of the animated film maker up more  than 35 percent in their market debut.,2,Business,2.0,";;;;;;;;;;;;
"Cisco Gets New Partner, Clients, Product in the Core Cisco forged a partnership with Fujitsu wherein the Japanese company will market Cisco #39;s CRS-1 core router to carriers and large enterprises in Japan.,3,Sci/Tech,2.0,";;;;;;;;;;;;
Henman crashes out to Novak Tim Henman was defeated in the quarter-finals of the Swiss Indoors in Basle last night by the Czech, Jiri Novak. The British No 1 must now pick up ranking points at the Paris Masters to ensure qualification ,1,Sports,1.0,;;;;;;;;;;;;
"China closes 1,600 Internet cafes in campaign to stamp out online &lt;b&gt;...&lt;/b&gt; China has closed 1,600 Internet cafes and fined operators a total of 100 million yuan (US\$12 million) for letting children play violent games and for other violations, the government said Saturday.,3,Sci/Tech,2.0,";;;;;;;;;;;;
Iran-UN Nuke Showdown Likely Iran is unlikely to accept European incentives aimed at getting it to suspend uranium enrichment, diplomats said Thursday, raising the likelihood of a showdown with the UN nuclear watchdog agency next month.,0,World,0.0,;;;;;;;;;;;;
"Hoeppner new coach at Indiana Hoeppner has been the coach at Miami (Ohio) since 1999 and was an assistant at the school for 13 years before that.  quot;We talked to some terrific coaches throughout our search, but ,1,Sports,1.0,";;;;;;;;;;;;
NATO Struggles to Find Troops for Missions (AP) AP - NATO foreign ministers pledged Thursday to speed the expansion of alliance peacekeeping in Afghanistan and boost military training for Iraq, but failed to come up immediately with the troops for both operations.,0,World,0.0,;;;;;;;;;;;;
"US racing insurgents for influence in Fallujah as battle winds &lt;b&gt;...&lt;/b&gt; As fighting winds down, US troops face an even more difficult mission in Fallujah winning the people #39;s allegiance. Planners want to ,0,World,0.0,";;;;;;;;;;;;
"Russian terror dooms Jazz trip The Utah Jazz were really getting energized by the approach of their scheduled trip to Moscow to play CSKA, Andrei Kirilenko #39;s former team, in an NBA preseason opener on Oct. 8.  quot;This whole adventure of going ,1,Sports,1.0,";;;;;;;;;;;;
Italy Rejoices As Hostages Released (AP) AP - A relieved Italy broke into celebration after two Italian aid workers kidnapped in Iraq three weeks ago were released Tuesday, arriving home hours later aboard a private jet.,0,World,0.0,;;;;;;;;;;;;
Sudanese blood on UN hands No discussion of war in Iraq - Thursday night #39;s presidential debate included - would be complete without a headmaster #39;s scolding of the arrogant and trigger-happy US government.,0,World,0.0,;;;;;;;;;;
Cowboys, Seahawks Look for Winning Edge (AP) AP - Who are the real Seattle Seahawks? The team that flattened opponents in the opening weeks of the season? Or the team that fell flat in last weekend's 38-9 loss to Buffalo? Coach Mike Holmgren can't say, but he knows it's time to get serious.,1,Sports,1.0,;;;;;;;;;;;;
Faster frames for student animators Pay-as-you-go computer power could soon be helping computer animators finish films faster.,0,World,3.0,;;;;;;;;;;;;
American Gatlin becomes world #39;s fastest man Justin Gatlin of the United States became the fastest man in the world after winning the men #39;s 100 meters dash at the 28th Olympic Games here on Sunday.,1,Sports,1.0,;;;;;;;;;;
Netflix Girds for DVD Rental Price War (AP) AP - The future suddenly looks shaky for online DVD rental pioneer Netflix Inc.  #151; a plucky home entertainment upstart that managed to hold its ground after retailing giants Wal-Mart Stores Inc. and Blockbuster Inc. invaded its turf.,3,Sci/Tech,2.0,;;;;;;;;;;;
Intel Shifts To Next-Gen Strained Silicon Intel Corp. will shift to a second-generation strained-silicon technique within its forthcoming 65-nanometer process technology, the company will announce on Monday.,2,Business,3.0,;;;;;;;;;;;;
Champing at the Bit The Bison have won four consecutive games, their longest winning streak since 1998, and are anxious to take on defending MEAC champion North Carolina A T on Saturday night.,1,Sports,1.0,;;;;;;;;;;;;
After that trip, no going back TORONTO -- When the Bruins embarked on their annual February trip in 2000, prospects for a successful season were grim. They were racked with injuries, and the losing was weighing on everyone. Ray Bourque, who began playing in Boston in 1979, always thought he would finish his career in the black and gold, but he started rethinking that as the ...,1,Sports,1.0,;;;;;;;;;;;;
"NJ Transit riders warned to expect fare hikes in July NJ Transit #39;s executive director on Thursday said the agency #39;s 400,000 daily riders should expect fare hikes of up to 15 percent starting in July to offset a projected \$50 million ,2,Business,2.0,";;;;;;;;;;;;
Update 1: InPhonic Shares Advance in Trading Debut InPhonic Inc., an online retailer of wireless services and equipment, gained as much as 32 percent in its trading debut after the company boosted the size its of initial public offering and priced well above estimates.,2,Business,2.0,;;;;;;;;;;;;
U.S. Troops Urge Civilians to Leave Iraqi Rebel City  FALLUJA, Iraq (Reuters) - U.S. forces warned residents of  Falluja through loudspeakers and leaflets on Friday that they  would detain any man under 45 trying to enter or leave the  rebel-held Iraqi city.,0,World,0.0,;;;;;;;;;;;;
The Real Consequences of Pension Projections The S.E.C. is examining whether corporations alter projections for health care costs, pension plan returns and other factors as a way of manipulating earnings.,2,Business,2.0,;;;;;;;;;;;;
Celtic beat Dunfermline 2-0 Celtic regained the top spot in the Scottish Premier League after a 2-0 victory away to Dunfermline. The result leaves Celtic top-of-the-table with 44 points from 18 games, a single point clear of arch-rivals Glasgow Rangers.,1,Sports,1.0,;;;;;;;;;;;;
"Smithfield Foods Reports Higher Profit  CHICAGO (Reuters) - Smithfield Foods Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SFD.N target=/stocks/quickinfo/fullquote""&gt;SFD.N&lt;/A&gt;, the  largest U.S. hog and pork producer, on Tuesday reported  higher  fiscal second-quarter profit due to strong hog prices and the  acquisition last year of Farmland Foods.,2,Business,0.0,";;;;;;;;;;;;
AMD talks up hybrid flash memory design Advanced Micro Devices Inc. (AMD) plans to develop flash memory chips that blend the best characteristics of the two dominant flash memory architectures, the company announced.,3,Sci/Tech,3.0,;;;;;;;;;;;;
Bomb Alert Prompts Greek Plane to Land in London (Reuters) Reuters - A bomb alert prompted a Greek Olympic\passenger airliner to make an emergency landing at London's\Stansted Airport on Sunday, an airport spokesman said.,0,World,0.0,;;;;;;;;;;;;
"Paper: Sirius Pricey Despite Howard Stern Shares of Sirius Satellite Radio Inc. (SIRI.O: Quote, Profile, Research) look pricey despite the company #39;s new five-year, \$500 million pact with shock jock Howard Stern to air his program ,2,Business,2.0,";;;;;;;;;;;;
".Mac Increases Email  amp; iDisk Storage .Mac, the popular suite of Internet software and services, now offers both new members and its more than half million existing members 250MB of combined online storage for .Mac mailboxes and iDisk folders, perfect for sharing photos, movies and documents with family, friends and coworkers. Sign up now for a free 60-day trial. Sep 29,3,Sci/Tech,3.0,";;;;;;;;;;;;
Storage On A Chip Silicon Image #39;s new lower-cost storage appliance should be more palatable to small and midsize businesses. By Martin J. Garvey.,3,Sci/Tech,3.0,;;;;;;;;;;;
Microsoft to detail Media Center updates on Oct. 12 Microsoft Corp. plans to introduce several new consumer products on Oct. 12 at an event in Los Angeles. The announcements are expected to include an update to Windows XP Media Center Edition 2004 and the first devices using Media Center Extender technology.,3,Sci/Tech,3.0,;;;;;;;;;;;;
Wenger to wait on Vieira for clash with ambitious United (AFP) AFP - Arsene Wenger said he will have to wait until Sunday before making a decision on whether to field his influential Arsenal captain Patrick Vieira in the Premiership clash against Manchester United.,0,World,1.0,;;;;;;;;;;;;
Bryant Judge Chastises Prosecutors (AP) AP - On the eve of Kobe Bryant's rape trial, a frustrated judge chastised prosecutors Thursday for waiting until the last minute to challenge DNA evidence the defense says shows the accuser had sex with someone else hours after her encounter with the NBA star.,1,Sports,1.0,;;;;;;;;;;;;
Mets Cut Ties With Hospital The Mets were one of the first professional sports franchises to enter a long-term, multimillion-dollar agreement with a hospital in which the hospital paid for the right to have its doctors treat members of the team.,1,Sports,1.0,;;;;;;;;;;;;
"Soccer: Real wanted England international Woodgate despite injury LONDON : England international defender Jonathan Woodgate, Real Madrid #39;s new recruit from Newcastle, will be out of action for a month but that did not deter the Spanish giants from signing him.,1,Sports,1.0,";;;;;;;;;;;;
Powell: Worsening insurgency makes election difficult in Iraq US Secretary of State Colin Powell said Sunday that the escalating insurgency in Iraq could make the organizing of election in the country difficult, while atleast 16 people were killed in rebel attacks in Iraq.,0,World,0.0,;;;;;;;;;;;;
Jitters before assault wearing on soldiers NEAR FALLUJAH, Iraq -- The hulks of the 69-ton M1A1 Abrams tanks were barely visible on the dark desert plain, but the rumble of their engines filled the night.,0,World,0.0,;;;;;;;;;;;;
"Memorial service honours Bali victims MARK COLVIN: Scores of Australian survivors and relatives of many of the 202 people killed when terrorist bombs ripped through nightclubs on Indonesia #39;s Bali island two years ago, have gathered at a new memorial site to remember the dead.,0,World,0.0,";;;;;;;;;;;;
Revamped eMusic Targets Indie Market (AP) AP - Nearly a year since it was sold by Vivendi Universal to private investors, online retailer eMusic has undergone a facelift that includes a panel of music critics to help users comb its trove of independent music.,3,Sci/Tech,2.0,;;;;;;;;;;;;
Kiev back to work in protest lull Ukrainian government workers resume duties as protesters lift blockades ahead of the presidential vote re-run.,0,World,0.0,;;;;;;;;;;;;
"Wambach #39;s boot boosts US into semifinals THESSALONIKI, Greece -- Abby Wambach will never score an easier goal. From 1 foot away, she tapped the ball into the net and put the United States into the Olympic semifinals. ,1,Sports,1.0,";;;;;;;;;;;;
"Investigators Find Preliminary Cause of Genesis Crash A design flaw in the reentry system of NASA #39;s Genesis space probe has been pinned as the most likely cause behind the spacecraft #39;s wild plunge into the Utah desert last month, investigators said Thursday.,3,Sci/Tech,3.0,";;;;;;;;;;;;
"for the Gilt-Edged Gadget Groover Each January, the world #39;s gizmo freaks, gadget heads, and general arbiters of cool descend on Las Vegas for CES -- the Consumer Electronics Show -- a four-day look at what electronics makers worldwide are planning to wow consumers with and thus fatten ,3,Sci/Tech,3.0,";;;;;;;;;;;;
"Cassini To Probe Saturn Moon #39;s Secrets The study of Titan, Saturn #39;s largest moon, will be one of the Cassini spacecraft #39;s central goals. The probe will execute 45 close flybys during its four-year mission, with the first Tuesday morning.,3,Sci/Tech,3.0,";;;;;;;;;;;;
"Hosoda says veracity of Jenkins interview needs to be checked TOKYO - Japan #39;s top spokesman withheld comment Thursday on remarks accused US Army deserter Charles Jenkins made in an interview with a Hong Kong-based weekly, which hit stands the same day, about his life in North Korea.,0,World,0.0,";;;;;;;;;;;;
Bedraggled Klein heads into sunset term as slayer of Alberta's debt dragon (Canadian Press) Canadian Press - EDMONTON (CP) - Ralph Klein rides into the sunset of his political career as the white knight who slew Alberta's debt dragon, but his armour has taken a pounding of late.,0,World,0.0,;;;;;;;;;;;;
"Don #39;t Expect Privacy on the Web Opinion: Whether they realize it or not, many people leave sensitive information out in plain view on Web sites. But sooner or later, a Google search will dig it up.,3,Sci/Tech,3.0,";;;;;;;;;;;;
Dali centenary show full of fakes \Hundreds of Dali paintings seized from an exhibition in Finland are forged, Helsinki Police confirm.,0,World,0.0,;;;;;;;;;;;;
UPDATE 2-Barrichello fires up the fans in Brazil Ferrari #39;s Rubens Barrichello fired up his passionate home crowd on Friday with the fastest lap in practice for Sunday #39;s season-ending Brazilian Grand Prix.,1,Sports,1.0,;;;;;;;;;;
"Learn to locate all of those missing Apple iTunes files Q:I HAVE SOME SONGS that play fine with the iTunes program, but when I look for the song files on my hard drive, I can #39;t find them.,3,Sci/Tech,3.0,";;;;;;;;;;;;
"Bin Laden driver arraigned in first Guantanamo hearing Osama bin Laden #39;s chauffeur was arraigned Tuesday at the first US military tribunal since World War II, appearing at a pretrial session as defense lawyers sought to challenge the process.,0,World,0.0,";;;;;;;;;;;;
XM Radio Shares Jump on Online Service Shares of XM Satellite Radio Holdings Inc. jumped to a new 52-week high Thursday, a day after the company said it would begin broadcasting its commercial-free radio stations to subscribers over the Internet.,2,Business,2.0,;;;;;;;;;;;;
Will September Be Good for Stocks? NEW YORK - Wall Street professionals know to keep their expectations in check in September, historically the worst month of the year for stocks. As summertime draws to a close, money managers are getting back to business, cleaning house, and often sending the market lower in the process...,0,World,2.0,;;;;;;;;;;;;
Fighting Irish No More Where is the Humane Society when you need it? Where are those organizations against cruelty to dumb animals - or in this case, drunk Irishmen?,1,Sports,0.0,;;;;;;;;;;;;
Federer and Henin-Hardenne Get the Top Spots for U.S. Open Roger Federer will open against Albert Costa, and Justine Henin-Hardenne will play a qualifier when the tournament begins Monday.,1,Sports,1.0,;;;;;;;;;;;;
